text,isHate,dataset
got ya bitch tip toeing on my hardwood floors,0,hs_offensive
her pussy lips like heaven doors,0,hs_offensive
hoe what its hitting for,0,hs_offensive
i met that pussy on ocean dr. i gave that pussy a pill,0,hs_offensive
i need a trippy bitch who fuck on hennessy,0,hs_offensive
i spend my money how i want bitch its my business,0,hs_offensive
i txt my old bitch my new bitch pussy wetter,0,hs_offensive
id say im back to the old me but my old bitches would get excited,0,hs_offensive
if you aint bout that murder game pussy nigga shut up,0,hs_offensive
if youre toes aint done you pussy stinks,0,hs_offensive
im done with bitter bitches its a wrap for that. if you a angry bird theres a app for that,0,hs_offensive
is that ya bitch,0,hs_offensive
it aint nothing to cut a bitch off,0,hs_offensive
jus meet son now he ya mane ass bitches,0,hs_offensive
lames crying over hoes thats tears of a clown,0,hs_offensive
like snoop said in 94 we dont love these hoes,0,hs_offensive
momma said no pussy cats inside my doghouse,0,hs_offensive
most hated but the hoes favorite,0,hs_offensive
"nice girls bad, make me get naughty. bad yello hoe, real nice body. down south chick, like em real thick",0,hs_offensive
pimps up pimps up hoes down future voice,0,hs_offensive
post a picture of that pussy get 200 likes,0,hs_offensive
pussy is a powerful drug,0,hs_offensive
quick piece of pussy call it a drive by,0,hs_offensive
running round here like some brand new pussy thats bout to get fucked,0,hs_offensive
these bitches even worst theyll send them guys for you,0,hs_offensive
these hoes like niggas that spend money not talk bout it,0,hs_offensive
we dont trust these niggas all these bitches,0,hs_offensive
yall niggas b cuffing hoes cause yall aint never have bitches,0,hs_offensive
you dodge a bullet all da bitches i cut off pregnant or bound to be thank god,0,hs_offensive
young pill chamberlain these bitches love my music,0,hs_offensive
teanna trump probably cleaner than most of these twitter hoes but,0,hs_offensive
gay niggas couldnt wait to act like bitches tonight,0,hs_offensive
and ima steal his cat n replace it with a pitbull he a bitch you should do it,0,hs_offensive
hes gone always be a hoe,0,hs_offensive
son of a bitch took my tic tacs.i like this movie.,0,hs_offensive
all i wanna do is get money and fuck model bitches! russell simmons,0,hs_offensive
i probably wouldn mind school as much if we didn have to deal with bitch ass teachers. retweet,0,hs_offensive
im a fucking fag they said,0,hs_offensive
females think dating a pussy is cute now? how does doing this stuff make him a pussy?,0,hs_offensive
woof woof hot scally lad,0,hs_offensive
have ya ever asked your bitch for other bitches kanye voice yes,0,hs_offensive
how u gone bring ur side bitch to a game where you know ya gf friends at?! i swear,0,hs_offensive
woof woof and hot soles,0,hs_offensive
lemmie eat a oreo do these dishes. one oreo? lol,0,hs_offensive
bitch fuck u maybe youll get better. just,0,hs_offensive
fuck red malone man bitch ass niggah could you please use complete sentences?,0,hs_offensive
why the eggplant emoji doe?y he say she looked like scream lmao,0,hs_offensive
hennessey venom gt thats one sexy bitch,0,hs_offensive
him seh me pussy wetter then a shower curtain,0,hs_offensive
and every need to see that pic i just posted because that bitch just said the most racist shit,0,hs_offensive
"yo fuck skateboarding, all yall some wood pushing faggots man, ball is life",0,hs_offensive
baby monkey bathtime awwwwe! this is soooo adorable!,0,hs_offensive
i aint shit. damn skippy lol,0,hs_offensive
u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b,0,hs_offensive
0 rings 0 mvps 0 bitches lol,0,hs_offensive
"ppl talk bad about the ghetto but as a kid growing up, a nigga had funnnnnnn!",0,hs_offensive
the facts on tattoostattoo hes a pussy with not tattooing them nipples,0,hs_offensive
bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches,0,hs_offensive
get worshiping bitch! woof woof,0,hs_offensive
wow. im lost. are those buttcheek piercings? yeah shes a hoe,0,hs_offensive
"ok, sis. shed rather be a broke bitch? shell have to tell me how it works for her",0,hs_offensive
queer gaywad,1,hs_offensive
faggot read my tweets after dat k it wasnt even funny lol,0,hs_offensive
this bitch was so ungrateful fr lulwhore,0,hs_offensive
i been kidnapped yo bitch,0,hs_offensive
alsarabsss hes a beaner smh you can tell hes a mexican,1,hs_offensive
happy birthday nigs thanks yo,0,hs_offensive
when ur teacher tells u that u have homework this bitch need to go,0,hs_offensive
that nigga was eating that hoe lol hell yea lol john paul nigga said john paul,0,hs_offensive
what would yall lil ugly bald headed bitches do if they stop making make weave?,0,hs_offensive
leafs better win this damn game so i can go riot and shit you better start looting my nig,0,hs_offensive
going back to school sucks more dick than the hoes who attend it.,0,hs_offensive
on my way to fuck yo bitch me as a 9 year old,0,hs_offensive
how come you never bring me food i dont have a car retard,0,hs_offensive
if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople,0,hs_offensive
how bout them cowboys shutup pussy,0,hs_offensive
lmaooooooooooo this nigga want likes for some depressing shitfoh,0,hs_offensive
girl you know i was spitting that g shit to you you was going lbvsbitch plz,0,hs_offensive
"let me make a couple tweets off cuzzo page, so i wont get in twitter jail.lmao bitch dont trick me again",0,hs_offensive
harlem shake is just an excuse to go full retard for 30 seconds.,0,hs_offensive
amen miley but she dont need to act like a hoe just bc shes emotionally damaged foh,0,hs_offensive
"having one loyal female is wayyyyy better than having hoes, idc",0,hs_offensive
pussy licking pussy meow meow,0,hs_offensive
check out our 12th man. even with all those faggot ny fans in the stands,0,hs_offensive
what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,0,hs_offensive
im the bitch okay nudes pat wow,0,hs_offensive
"youre fucking gay, blacklisted hoe holding out for anyway",1,hs_offensive
the fuck be wrong with these bitches? nobody knows,0,hs_offensive
yall shut up make me bitch,0,hs_offensive
i hate a im pregnant type of bitch.,0,hs_offensive
got bitches in the dm but i dont ever readem which is y your top 3,0,hs_offensive
baseball season for the win. this is where the love started,0,hs_offensive
little stupid as bitch i dont fuck with yoooooouuuu,0,hs_offensive
"she really asked me that dead ass serious tho, all i could say was bitch wheet lol",0,hs_offensive
"im an early bird and im a night owl, so im wise and have worms.",0,hs_offensive
overdosing on heavy drugs doesnt sound bad tonight. i do that pussy shit every day.,0,hs_offensive
pit bulls photographed as lovely fairy tale creatures they fairy tale creatures.,0,hs_offensive
"aw. fag, dont tweet aw to me lol",0,hs_offensive
"as long as the lakers trash from now on, i could careless. and thats real cc hahaha",0,hs_offensive
i didnt say anything tho kiss me then faggot,0,hs_offensive
"this the i play soccer, cheat on girls, and wear khaki coloured cargos haircut yup",0,hs_offensive
i could go for a fat ass bitch on my lap same,0,hs_offensive
17 missed calls yo p.o bitch twitter finna be screamn,0,hs_offensive
ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao,0,hs_offensive
3 amo los pies fuck yeah,0,hs_offensive
these hoes be thinking meat wont slap they ass ainna bruh,0,hs_offensive
yall bitches wit no edges be doing the most talking,0,hs_offensive
yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit,0,hs_offensive
i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck,0,hs_offensive
if she kiss u with her eyes open watch that bitch!lmfao,0,hs_offensive
you a woulda coulda shoulda ass hoe,0,hs_offensive
happy bday bitch ass nigga that bitch roll up!,0,hs_offensive
used to send that bitch up,0,hs_offensive
ugly bitches be like im my own wcw duh bitch you aint nobody elses,0,hs_offensive
"nigga you know we hacky sack hoes. nah, i throw no look passes lmao",0,hs_offensive
glad im getting outta atlanta. nothing but a bunch of niggas in outta jail dumb bitches with mad kids fuckin em.,0,hs_offensive
this isnt ghettoits smart im doing this idc,0,hs_offensive
i would wife a hoe only cuz we wouldnt care that we cheating in each other. why force the relationship in the first place?,0,hs_offensive
being single isnt an excuse to be a hoe.,0,hs_offensive
white boy power bitch black power bitch,0,hs_offensive
"lets get drunk, get blowed, spit shit spark blunts fuck hoes! bro white dudes have no chill.",0,hs_offensive
bitch where u been around the world and back. where you been?,0,hs_offensive
if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off,0,hs_offensive
is soooo cute. but he probably has hoes on him a lot.,0,hs_offensive
in every cartoon theirs alway a saving these hoes lmao. lmao damn captain saveahoe,0,hs_offensive
who wants to get there nose in these bad bois then hot sox and legs,0,hs_offensive
i wish i was a bitch like my brother keezy ooooow i bet you do,0,hs_offensive
if you dressed up as a cat for halloween you are basic. or a pussy,0,hs_offensive
can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it katie,0,hs_offensive
stop being scared to choke her during sex u bitch ass niggas. she like it says the guy who hits women out of bed. foh,0,hs_offensive
ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig,0,hs_offensive
"oh man its 5 am, you off a molly, ho where the fuck ya seed at??",0,hs_offensive
youre not a man if you refer to every girl as a bitch,0,hs_offensive
lmfao this cat started beating the shit out of me my nigga finally got some pussy?!? my nigga,0,hs_offensive
peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash?,0,hs_offensive
io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,0,hs_offensive
naw its my old tape. new cover. my upcoming mixtape is yeah im waiting on that hoe mayne!,0,hs_offensive
ol dirty foot ass bitches this was too funny to me.,0,hs_offensive
thats where i get my yellow flags for being amazing hell yeah niggy,0,hs_offensive
dont got time for bitches to be actin iffy.,0,hs_offensive
come on stay alive knights nation this is still the early bird special.,0,hs_offensive
these hoes aint loyal no they aint smfh wonder why nobody decent wants them,0,hs_offensive
"bruh, you studs keep thinking im soft as hell. ask ya girl how many times she screamed she was my bitch. oh okay. stfu. bye hoe!",0,hs_offensive
dry pussy bitches always blame it on the condom,0,hs_offensive
shut yo bitch ass up!,0,hs_offensive
gucci mane in jail and dropping mixtapes every month and you hoes cant even text back,0,hs_offensive
you love these hoes more then money wats wrong these niggas,0,hs_offensive
a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo. sounding like me over there lol,0,hs_offensive
"easy cum, easy hoe thats a fact!",0,hs_offensive
charlie sheen is too real major fucking respect for charlie sheen.,0,hs_offensive
wish i had a bae got all the hoes tho,0,hs_offensive
fuck twerking bitch can you cook?,0,hs_offensive
bitch wtf,0,hs_offensive
"shut up zoe fight me pussy for zoe? im good, man. you are good maam. move along now",0,hs_offensive
lmao fucking snake bitches em,0,hs_offensive
big booty hoes everywhere sheesh damn,0,hs_offensive
stay tuned to for an update on the report that 1b will be out 8 weeks,0,hs_offensive
"i play soccer, cheat on girls, and wear khaki coloured cargos haircut yes lmfao",0,hs_offensive
oregon chokes every year get off the field trash ass program rft,0,hs_offensive
"def not cowboy lol terrell owens was the best eagle cowboy ever dude cried like a bitch on tv, over romo",0,hs_offensive
lmfaoooo i hate black people this is why theres black people and niggers,1,hs_offensive
how could u do this to me bitch potent,0,hs_offensive
a pissed lad past out. i would lick his dirty soles while he slept.,0,hs_offensive
love frat boy w soft long soles,0,hs_offensive
sexy lad with hot soles and arches.,0,hs_offensive
nah fam i gotta cheat with the hoes depends on the female i feel,0,hs_offensive
i got hicks lol,0,hs_offensive
this new twitter is confusing the shit out of me. go back to south america bitch,0,hs_offensive
toto means ass or vagina?i think pussy cause toto santi is like nasty pussy,0,hs_offensive
but what if he actually does choose the ugly bitch over you? ass must be fat!,0,hs_offensive
bitch couldnt kill my vibe if ya tried. dis why i love miley,0,hs_offensive
"im tired of bitches saying i look mean nigga you big af, wear tight shirts, and grim everybody.",0,hs_offensive
"10 birds your grandkids may never see, thanks to climate change",0,hs_offensive
stay beautiful you bitch,0,hs_offensive
purple. ceeeleeeman this gurl was jus playin on the stupid hoe track. but in still shitted on sum gurls,0,hs_offensive
money getting taller and bitches getting blurry,0,hs_offensive
i aint never seen a bitch so obsessed with they nigga im obsessed with mine,0,hs_offensive
kobe stay talking trash. but lets not forget i meant to do this one. smh.,0,hs_offensive
at least im not a nigger lmfao,1,hs_offensive
people always asking me what im mixed with. she a bad asian bitch lol,0,hs_offensive
ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo,1,hs_offensive
fosters home for imaginary trash whoa chillthat show was everything tf,0,hs_offensive
"i am lowkey tired. if you tired, be quiet and go to sleep hoe!",0,hs_offensive
stop bringing weird niggers into my mentions!,0,hs_offensive
we dont love these hoes,0,hs_offensive
if yo girl cant have homeboys you a ol weak bitch ass nigga!,0,hs_offensive
i think worst advice i gave you was dont be a pussy and speed up lol,0,hs_offensive
quote this tweet with your favorite animal.pussy,0,hs_offensive
"i hate when strippers tell you theyre dancers. hoe, ballet dancers dont pop their pussy to beethoven. you a stripper!",0,hs_offensive
andrewbryant poff has double vision after 2 beerspoff double pussy smh,0,hs_offensive
when bitches twerk on the computerme in ya in ya damn,0,hs_offensive
"prince, this is art. nobody takin his bitch!",0,hs_offensive
61 of welfare aid is claimed by white people. so yall black slander is trash now.,0,hs_offensive
these bitches dont care they just play that role.,0,hs_offensive
"it took a while for you to find me, but i was hiding in the lime tree. dis bitch in da wrong tree bro.",0,hs_offensive
"drakes new shoes that will be released by nike yes, theres glitter on the shoes dudes a fag",1,hs_offensive
inna di ghetto you alone lmaoo,0,hs_offensive
hoes austin teach us austin.i teach u how to get curved? thats all i know,0,hs_offensive
bitches cant cook but know how to suck dick s to the ones that can do both!,0,hs_offensive
fat hoes get chose lol,0,hs_offensive
"well theyre hoes,no one expects them to be loyal",0,hs_offensive
ol bitch ass,0,hs_offensive
bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo,0,hs_offensive
just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you,0,hs_offensive
"holy shit, freddie highmore was in charlie and the chocolate factoryme on the floor, laughing",0,hs_offensive
i dont want to have sex with my gf because i feel like im using her anonymous whata faggot,0,hs_offensive
"one of your followers with this somebody, bitch if you dont",0,hs_offensive
if ya bitch always bitching clearly she care! or just an annoying bitch!,0,hs_offensive
these catfish hoes thinkin they slick but niggas catching on,0,hs_offensive
cant worry about a bitch that aint worried bout me,0,hs_offensive
side hoes are for insecure niggas that cant handle a real one.,0,hs_offensive
lmao! this bitch come scooting in the tent like she about to fuck some shit up!,0,hs_offensive
my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers,0,hs_offensive
im hungry but ionn wanna spend my money on food hoe problems,0,hs_offensive
dese hoes be lyin to all of us nigga,0,hs_offensive
oh yeah fuck that bitch,0,hs_offensive
eli manning just threw his nfl 27th interception of the season. lmao trash,0,hs_offensive
usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team. hes a bitch,0,hs_offensive
guess what? i also have zero time for your mansplaining! adios! stfu pussy,0,hs_offensive
chilling sexy scally lad,0,hs_offensive
i aint sharing no bitch if you mines you mines,0,hs_offensive
money only impress the simple broke bitches,0,hs_offensive
"will never be anybodys bitch, they dont let people control or change them. rigghhht",0,hs_offensive
tuku ho idk blah blah blah,0,hs_offensive
im not mad cuh hahaha suure tuku ho ita!,0,hs_offensive
these hoes is crazy,0,hs_offensive
you aint ever gonna be a slice bitch. kevin hart.,0,hs_offensive
"oomf so fuckin fine tho dam her, dont be no bitch.",0,hs_offensive
i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,0,hs_offensive
"bitch, yeah bitch, call me _______ maybeb. steve laterd. jesse pinkman",0,hs_offensive
hickies in between her thighs right by her pussy its only right,0,hs_offensive
would you still love me when im no longer young and beautiful? no. ugly monkey ass.,0,hs_offensive
yall come through the front.bitch i aint coming,0,hs_offensive
faggot bitch,0,hs_offensive
"yea, im on my ipad. i dont work this friday. lets ball this faggot up work 2",0,hs_offensive
this scally lad would get it,0,hs_offensive
halloween was yesterday stupid nigger,1,hs_offensive
"chrus still supahot tho up to teacher with test, drops test in that bitch fohead",0,hs_offensive
i love eating pussy lol i never get full lol i can eat that shit forever lol and ever.,0,hs_offensive
no slushes nasty anyway fam hoes taste like meds,0,hs_offensive
no slushes nasty anyway fam,0,hs_offensive
bobby bitch be getting me live as fuck hell yea i play that hoe before my workout,0,hs_offensive
yo bitch is gucci mane my bitch a stoner,0,hs_offensive
i can ride your bitch with no handle bars,0,hs_offensive
and if you aint a hoe get up out my traphoussseeeee,0,hs_offensive
15 sad tv character deaths were still bitter over stark was the man,0,hs_offensive
these harbor bitches are all party bus hoes lol all?,0,hs_offensive
pussy love it,0,hs_offensive
"ultraviolence video, its coming you little bitch! lana del rey bitchy promo",0,hs_offensive
on my way to fuck your bitch lmfao kittycopter,0,hs_offensive
a smuggler explains how he helped fighters along the jihadi highway,0,hs_offensive
aww their avis look so cute together do i gotta get ike avi on this bitch?,0,hs_offensive
"its simple, dont be a hoe worry about being exposed fight mewhy?",0,hs_offensive
whys this bitch boosting herself her size isnt exactly the most healthy tho,0,hs_offensive
bet not be no bitches! kim bye,0,hs_offensive
damn near gotta protect my tweets stalkers being annoying you got that dope dick. drive these bitches loco,0,hs_offensive
im making marack my girlfriend. aye b you pullin hoes just like o taught you,0,hs_offensive
bruno fag boy you love me.,0,hs_offensive
i must be a bitch you are sike naw this why we always beefing,0,hs_offensive
down 6 look to rally in the bottom of the 9th.,0,hs_offensive
dont take advantage of a nice person hoes everyjuan,0,hs_offensive
happy birthday bitch nigga thanks pal,0,hs_offensive
sad knowing that most hoes wont fuck with you bc you aint got stacks. wait till friday,0,hs_offensive
cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,0,hs_offensive
ewww i said that last sundayas in the last sunday i was there. read it again nigs,0,hs_offensive
i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake,0,hs_offensive
my pussy still fresh something stank girls say.,0,hs_offensive
ass slapping is one the greatest things. haha. i slapped a girl on the ass.. she got mad i aint get pussy for a week,0,hs_offensive
yeah texans are so much better you fucking retard i see that youre mad about this.,0,hs_offensive
nd wtf is up with dark bitches with blonde please have several seats hoe! looking like black out here,0,hs_offensive
theres a lane some bitches need to stay in the left n get right the fuck outta our face,0,hs_offensive
i hate when boys deny that they have bitches smh,0,hs_offensive
ya nigs out there still saying yall dont eat butt?! with a straight face!,0,hs_offensive
im a boss ass bitch that needs to sit in a corner,0,hs_offensive
"hes a hoe, i cant",0,hs_offensive
me and paul thinkin bout gettin rentals for da weekend shit bitches betta stay out da streets,0,hs_offensive
bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story.,0,hs_offensive
why do my friends hate me because you a ratchet hoe,0,hs_offensive
no love for these fuck niggas hoes,0,hs_offensive
hot meat sexy as fuck scally lad. i would love to meet him and his trainers.,0,hs_offensive
sniff perved up scally lad. fuck yeah.,0,hs_offensive
these bitches love sosa,0,hs_offensive
i legit watched it for about 30 or 40 seconds did i wtf prob cause were retarded smh,0,hs_offensive
"what should i name my cat, ideas? mr pussy",0,hs_offensive
woof woof. sexy thug boy scally.,0,hs_offensive
u see the damn phone ringing? when you married bitches makes demands you havent called me,0,hs_offensive
tevin is my favorite sophomore i think hes so funny hes really not. lmaoo hes a little hoe,0,hs_offensive
10 sex positions this what u call fucking the soul outta bitch,0,hs_offensive
"is bored supposed to be cute, you faggot? sometimes",1,hs_offensive
one mans trash is another mans treasure,0,hs_offensive
i dont got no type. bad bitches is the only thing i like,0,hs_offensive
"lassen cc, the coach wants me i feel it youll get more my nig no doubt",1,hs_offensive
"god teeth, gold chainwhite bitches, cocaine",0,hs_offensive
"its me hoe, its me hoe shhhhh",0,hs_offensive
"in d.c., we call them rollers, in chiraq we call them thots. all across america they have been known as a hoe.",0,hs_offensive
im gonna miss that bitch of a bus driverno you wont. dont lie,0,hs_offensive
hate when bitches try and put you in the friendzone. bitch im tryin to score put me in the endzone on. my. soul!,0,hs_offensive
ashley young has tried to deny that bird s landed in his mouth hahaha,0,hs_offensive
yall both gimped up?? aint tht a bitch huh lol,0,hs_offensive
take me for a ride woof woof,0,hs_offensive
oh my god i love victoria mitchell all my bitches love me,0,hs_offensive
that long distance shit wack i knew the bitch was cheating uh oh,0,hs_offensive
hes doing it right no bitches smh,0,hs_offensive
they ban dat pussy for life he gotta pay 2.5 millon dollar fine,0,hs_offensive
"roses are red and violets are blue and niggers are black, you know thats true.",0,hs_offensive
"sitting on my window sill, window open, bird tries to fly in. smacked it.",0,hs_offensive
"but a nigga gon be a nigga, be a nigga. you sound fuckin retarded",0,hs_offensive
a video an entire media will likely mock. i am such a crybaby,0,hs_offensive
im not even shy stfu kikis mom hi angelique angelique smiles cracker in soup,0,hs_offensive
tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville. smh.,0,hs_offensive
karma is a bitch tea,0,hs_offensive
fuckin hot gym pussy fuck yeah,0,hs_offensive
jihadi patron hajjaj al is arrested at kuwait airport,0,hs_offensive
you can call me fireman cause i turn the hoes on.,0,hs_offensive
i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god,0,hs_offensive
watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,0,hs_offensive
"and smoke weed in public, fuck cops man, do what you wanna do, they dont own you, run if they come are you retarded?",0,hs_offensive
tweety bird tho,0,hs_offensive
my pussy sweet like watermelon thotermelon,0,hs_offensive
when twitter rappers dm me their trash links,0,hs_offensive
loud bitches annoy me,0,hs_offensive
eventually every bitch turns into that hoe. truuu,0,hs_offensive
i swear if oomf try talking to me tomorrow pussy,0,hs_offensive
you bitches be pretending to be tf crazy you aint never lied,0,hs_offensive
k bye hoe um bye,0,hs_offensive
jackies a retard at least i can make a grilled cheese!,1,hs_offensive
ima keep on giving these pussy ass niggas ah reason to hate!,0,hs_offensive
photo he is in sole heaven,0,hs_offensive
stacey dash won baddest bitch evaaaa,1,hs_offensive
side bitch sunday,0,hs_offensive
facts what baldheaded bitch made this shit. lmao,0,hs_offensive
fuck wit us and then we tweakin hoe shmurda!,0,hs_offensive
we actin like its the 7th day,0,hs_offensive
ill break that lil bitch neck and wont even feel sorry about it savage,0,hs_offensive
this is so fucking hot love me some kinky scallies,0,hs_offensive
"yall dumb ass niggas be so pressed to have hoes. yall weak as fuck as fuck weed over hoes, oreos too.",0,hs_offensive
i can turn yo bitch into a eaterrrrrrrrr,0,hs_offensive
i dont trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,0,hs_offensive
aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard,0,hs_offensive
now u got what u want bitch! enjoy it now this is a crazy party i would love to attend.,0,hs_offensive
colored contacts in your eyes?blinders on mine.cause i cant see you at all. lmao,0,hs_offensive
facts only the dudes with hoes say they dont got hoes,0,hs_offensive
im rea start smacking bitches period! bluffin at its best,0,hs_offensive
"lifes a bitch, and then you die thats why we get high, cause you neva know when youre gonna go my sister is perfect",0,hs_offensive
"one of us is on drugs, and its me but youre still wrong hahahahahahah im a bitch sometimes",0,hs_offensive
im feeling pretty fuckin ghetto smh,0,hs_offensive
swears im man easily easily behind austin nip?,0,hs_offensive
this is a true ride or die bitch what the fuck hahahahah,0,hs_offensive
h.g.wells and charlie chaplin,0,hs_offensive
all i see is brunos bitch ass on my twitter now. wtf brunos all that she sees voice,0,hs_offensive
im about to cool faggot chill tf is cool nigga,0,hs_offensive
im so sure bitch frfr tf,0,hs_offensive
"twitter is not a source of news broadcast you fucking retards it is when nbc, abc, cnn, fox, etc are all keeping quiet.",0,hs_offensive
got a couple bitches saying they know me but i let the money talk for me and im like,0,hs_offensive
grudges are for weirdosand bitches,0,hs_offensive
i told mariam to but cigarettes for her birthdayyou also called me trash rn,0,hs_offensive
brownies tonight what kind?!?!,0,hs_offensive
"no text back? i dont give a fuck, ill text another bitch damn someone is hurt lol",0,hs_offensive
ummmmmm okay you got hoes from left to right do yah thang!,0,hs_offensive
using y+b to find the slope of that ass,0,hs_offensive
fit lads! nice gear! these scally lads n trainers would get it,0,hs_offensive
hell yeah bro! fuck yeah sexy scally lad in hot gear,0,hs_offensive
helping out a mate i love scally play. fuck yeah,0,hs_offensive
lads being lads! fuck yeah. i love scally lad action. hot trainers too.,0,hs_offensive
next year bitches is gonna be like you gotta promise you wont expose me,0,hs_offensive
"so hot lick it, bitch fuck yeah. eat that trainer u dirty fucker",0,hs_offensive
yall think celebrity pussy different from the locals? yeah meghan goods is,0,hs_offensive
"i saw an ajumma walk out in the beginning saying, wow, this is so trash that i cant even listen to it lmaoo",0,hs_offensive
need these sox fuck yeah. i love a kinky scally lad w rank sox and sneaks,0,hs_offensive
i dont ever expose females like that thats childish bitch nigga shiiii,0,hs_offensive
yasss new things with bestfriend who do you love,0,hs_offensive
dude remember this wop video? omg where did you find that,0,hs_offensive
thick raw fuck damn his man pussy is getting a workout.,0,hs_offensive
rawr my sexy french scally. i love him! sexy scally woof woof,0,hs_offensive
nothin in life is free some of you bitches need to write that on ya panties,0,hs_offensive
if one of you bitches want some of my burrito u can catch me at potosino huh? haha,0,hs_offensive
niggas whole hoes out here cuz couldnt had said it better,0,hs_offensive
hardcore way to eat mac and cheese1. boil water 2. snort cheese powder3. drink boiling water 4. fuck bitches,0,hs_offensive
if my fade is perpetually fresher than yours. thats a real ass bitch rite there,0,hs_offensive
annoying bitch that i love judyanns so pretty,0,hs_offensive
lmao bitch got on some huggies,0,hs_offensive
hi bitch no bitchbye bitch,0,hs_offensive
does he look like a bitch?,0,hs_offensive
chase money not hoes,0,hs_offensive
cant stand a i dont know what i want ass nigga bitch,0,hs_offensive
im on my way love a sexy scally fucker.,0,hs_offensive
these newly gay bitches dont kno how shit works,0,hs_offensive
when a bitch dont want a real job they just become strippers lol lol.,0,hs_offensive
awww meat meat in his feelinsi ainn n my feelings bitch,0,hs_offensive
"i want snake bites, my industrial piercin a tattoodem hoe accessories dea",0,hs_offensive
baby albino,0,hs_offensive
these hoes aint loyal.,0,hs_offensive
"yassssss, ordered chinese bitch you just ate tacos you fat fuck",0,hs_offensive
i made that bitch lunch. bitches love lunch.,0,hs_offensive
"a no brainerbut as soon as this bitch gets rich in political power, her views will change!political whores!",0,hs_offensive
a pussy a day keeps the devil away,0,hs_offensive
aint that about a bitch what does that mean?,0,hs_offensive
"all these bitches want a baby, i dont want no children.",0,hs_offensive
and bitch you must be lost,0,hs_offensive
baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do,0,hs_offensive
bae sounds like such a ghetto word. use something else,0,hs_offensive
"batter the wee cunt jewis y cos he fucked my ex? emma isnt battering the girls ive nailed?ive moved on,stop being a pussy n do it urself.",0,hs_offensive
bleed out hoe,0,hs_offensive
boolin in the bando wit a few bitches,0,hs_offensive
brownies for my brownie i love this movie.,0,hs_offensive
but i need a bad bitch thats hotter than me might be the realist shit partynextdoor ever said. thats how i be feelin everyday,0,hs_offensive
by the way we do punch bitches.,0,hs_offensive
caesar is home so much this bitch looks like. lets start with ape shit,0,hs_offensive
"chinese maverick we were communicating comrade, u know giving the imperialist yanks the birdie",0,hs_offensive
dad say hi to my snapchat dad duces bitch,0,hs_offensive
"do you believe these hoes are not in fact loyal? i disagree with that, i do believe they are in fact the loyalest bunch,these hoes",0,hs_offensive
dont know no ugly bitches! dont know no broke niggas!,0,hs_offensive
dont make me make you fall in live with a nigga like meee the birds 1 are my favorite songs by weeknd,0,hs_offensive
"dont worry about the nigga you see, worry about the nigga you dont see dats da nigga fuckin yo bitch.",1,hs_offensive
"dont you ever give my pussy away. you keep it tight, alright?",0,hs_offensive
dropped a stack cause bitch im on. song called dope.download the mixtape here,0,hs_offensive
dumb bitches do dumb things,0,hs_offensive
eat the pussy like a real nigga hungry,0,hs_offensive
eff it. lets go after the cripple.,0,hs_offensive
everything look better with a bitch next to it,0,hs_offensive
facto who cares if you a hoe when your ass looks like this?,0,hs_offensive
for every bad bitch there is a nigga tired of fucking her,0,hs_offensive
"foreign chick, no lie man that bitch beautiful",0,hs_offensive
fresh nigga so you kno i need a clean bitch who kno im working cuz i wanna see my team rich.,0,hs_offensive
fuck 5 i make my own rules. suck my dragon balls bitch call me goku,0,hs_offensive
generate ascii boxes with nodejs all i see is the ability to bring flappy in node via ascii tubes and bird,0,hs_offensive
get me that shit bitch you is fine bear,0,hs_offensive
